,city,15,18,22,27,coordinates
543,Первоуральск,249.0,,283.0,,"[59.943267, 56.905819]"
544,Перевоз,134.0,,154.0,,"[44.54494, 55.596854]"
545,Переславль-Залесский,88.0,,,,"[38.854382, 56.739194]"
546,Пермь,3691.0,5575.0,3460.0,2961.0,"[56.229443, 58.010455]"
547,Пестравка,24.0,,,,"[49.962167, 52.40377]"
548,Петровск,223.0,,,,"[45.38994, 52.314028]"
549,Петрозаводск,1361.0,,228.0,134.0,"[34.346878, 61.785021]"
550,Петрокаменское,,,27.0,,"[60.635635, 57.717003]"
551,Петропавловка,35.0,,,,"[105.317631, 50.610055]"
552,Петропавловск-Камчатский,843.0,,,449.0,"[158.643503, 53.024265]"
553,Петушки,48.0,,,,"[39.459352, 55.931104]"
554,Печора,83.0,,,,"[57.223977, 65.148606]"
555,Пласт,91.0,,,,"[60.808408, 54.363281]"
556,Плесецк,36.0,,,,"[40.281194, 62.710039]"
557,Побединское,112.0,,,,"[45.438386, 43.401471]"
558,Подольск,161.0,,158.0,152.0,"[37.544997, 55.431136]"
559,Подпорожье,52.0,,,,"[34.167952, 60.912097]"
560,Покачи,31.0,,,,"[75.599753, 61.741652]"
561,Покровка,48.0,,,,"[53.874707, 51.98986]"
562,Покровка,48.0,,,,"[131.635555, 43.950906]"
563,Полевской,157.0,,178.0,,"[60.236307, 56.495802]"
564,Полесск,100.0,,108.0,,"[21.109888, 54.862782]"
565,Полысаево,134.0,,,,"[86.280901, 54.605443]"
566,Полярные Зори,56.0,,,72.0,"[32.500975, 67.365788]"
567,Похвистнево,32.0,,,,"[52.123038, 53.653394]"
568,Почеп,,61.0,,,"[33.454267, 52.929135]"
569,Пошехонье,44.0,,,,"[39.120481, 58.503857]"
570,Приморский,89.0,,54.0,,"[35.488098, 45.115886]"
571,Приозерск,67.0,,,,"[30.115589, 61.035979]"
572,Прогресс,20.0,,,,"[54.721783, 56.24402]"
573,Прокопьевск,410.0,,,,"[86.750055, 53.884493]"
574,Пролетарск,67.0,,,,"[41.727544, 46.703855]"
575,Протвино,765.0,,,,"[37.2151, 54.864969]"
576,Пруды,110.0,,,,"[165.889368, 67.396381]"
577,Псков,1071.0,,,278.0,"[28.33246, 57.819274]"
578,Пугачев,60.0,,,,"[48.812036, 52.0119]"
579,Пятигорск,,,,348.0,"[43.070643, 44.039802]"
580,Радужный,72.0,,,,"[40.332605, 55.995659]"
581,Радужный,72.0,,,,"[77.458448, 62.134265]"
582,Райчихинск,125.0,,,,"[129.411255, 49.794114]"
583,Ракитное,53.0,,,,"[35.831389, 50.834383]"
584,Раменское,180.0,,,,"[38.225004, 55.567586]"
585,Ревда,92.0,,104.0,,"[59.908718, 56.800084]"
586,Реж,83.0,,,,"[61.391648, 57.373777]"
587,Реутов,217.0,285.0,212.0,,"[37.85515, 55.760515]"
588,Ржев,163.0,76.0,60.0,,"[34.334419, 56.263017]"
589,Ровеньки,,,,41.0,"[38.891985, 49.914716]"
590,Рославль,92.0,,,,"[32.857498, 53.947229]"
591,Россошь,363.0,98.0,48.0,,"[39.562632, 50.198256]"
592,Ростов,79.0,,,,"[39.414526, 57.18587]"
593,Ростов-на-Дону,7068.0,1561.0,1851.0,10971.0,"[39.720358, 47.222078]"
594,Рошаль,46.0,60.0,,,"[39.862768, 55.663283]"
595,Ртищево,78.0,,,,"[43.785657, 52.257455]"
596,Рубцовск,735.0,,104.0,,"[81.217673, 51.527623]"
597,Рудня,66.0,,,,"[31.081763, 54.948013]"
598,Рудня,66.0,,,,"[44.556384, 50.801559]"
599,Рузаевка,2452.0,,,99.0,"[44.94911, 54.058274]"
600,Рыбинск,3035.0,,816.0,963.0,"[38.855711, 58.04864]"
601,Рыбное,75.0,,,,"[39.505463, 54.730812]"
602,Рыбное,75.0,,,,"[37.619782, 56.41525]"
603,Рязань,4359.0,2242.0,363.0,2070.0,"[39.741917, 54.629565]"
604,Салават,1480.0,3193.0,,,"[55.924681, 53.361651]"
605,Сальск,133.0,,,,"[41.541503, 46.474898]"
606,Самара,14092.0,6360.0,4440.0,8120.0,"[50.100202, 53.195878]"
607,Санкт-Петербург,46722.0,24029.0,8726.0,30460.0,"[30.315877, 59.939099]"
608,Саранск,720.0,688.0,399.0,1394.0,"[45.183938, 54.187433]"
609,Сарапул,985.0,,,,"[53.803687, 56.461218]"
610,Саратов,7598.0,2907.0,1850.0,5835.0,"[46.034266, 51.533562]"
611,Саров,2676.0,,,,"[43.344853, 54.922793]"
612,Сатка,110.0,127.0,,,"[58.974578, 55.047456]"
613,Сафоново,190.0,107.0,,,"[33.23798, 55.106057]"
614,Саяногорск,204.0,,121.0,,"[91.412204, 53.100762]"
615,Светлый,137.0,22.0,,,"[20.131093, 54.673268]"
616,Светлый,137.0,22.0,,,"[113.426974, 63.049927]"
617,Светлый Яр,,145.0,,,"[44.78002, 48.475809]"
618,Светогорск,32.0,,33.0,,"[28.865879, 61.113731]"
619,Свирск,56.0,53.0,54.0,,"[103.342253, 53.066572]"
620,Свобода,49.0,,,,"[36.304738, 51.973774]"
621,Свободный,128.0,122.0,,,"[128.134156, 51.375889]"
622,Севастополь,197.0,,,,"[33.525135, 44.616495]"
623,Северобайкальск,67.0,,106.0,,"[109.335597, 55.636001]"
624,Северодвинск,2015.0,,125.0,604.0,"[39.823781, 64.563386]"
625,Североуральск,73.0,,,,"[59.952161, 60.152394]"
626,Северск,591.0,1457.0,,,"[84.880913, 56.60319]"
627,Селенгинск,78.0,,,,"[106.862616, 52.005386]"
628,Семенов,68.0,,,,"[44.49034, 56.789017]"
629,Семилуки,110.0,102.0,,,"[39.020211, 51.69463]"
630,Сергиев Посад,206.0,271.0,,,"[38.135972, 56.315311]"
631,Сердобск,79.0,,,,"[44.202735, 52.455683]"
632,Серноводск,111.0,,,,"[51.255759, 53.921982]"
633,Серов,264.0,,124.0,,"[60.573588, 59.605395]"
634,Серп и Молот,73.0,,,,"[42.492235, 50.851121]"
635,Серпухов,302.0,,,,"[37.416601, 54.913681]"
636,Сибай,259.0,,,,"[58.665665, 52.72039]"
637,Сим,192.0,,,,"[57.687184, 54.988469]"
638,Симферополь,925.0,225.0,,,"[34.100327, 44.948237]"
639,Славянка,88.0,,,,"[131.385581, 42.865001]"
640,Сланцы,84.0,,,,"[28.088145, 59.11779]"
641,Слобода,168.0,,,,"[40.29351, 51.13569]"
642,Смоленск,1873.0,,,,"[32.045287, 54.782635]"
643,Снежинск,861.0,,,,"[60.732707, 56.087303]"
644,Советск,179.0,,75.0,,"[21.888656, 55.081034]"
645,Советск,179.0,,75.0,,"[48.959521, 57.587599]"
646,Советск,179.0,,75.0,,"[37.626636, 53.932946]"
647,Советская Гавань,42.0,56.0,,,"[140.285128, 48.966446]"
648,Советский,110.0,,,,"[63.566802, 61.370766]"
649,Советский,110.0,,,,"[34.929005, 45.340396]"
650,Советский,110.0,,,,"[63.566802, 61.370766]"
651,Совхоз Мамадышский,84.0,,,,"[51.385494, 55.707699]"
652,Сокол,92.0,,,,"[40.099986, 59.460972]"
653,Соликамск,328.0,208.0,184.0,118.0,"[56.770391, 59.649193]"
654,Солнечногорск,284.0,,,268.0,"[36.977631, 56.185107]"
655,Соль-Илецк,59.0,,,,"[54.980031, 51.161986]"
656,Сорочинск,69.0,,,,"[53.161149, 52.431316]"
657,Сосенский,78.0,,,,"[35.966038, 54.059489]"
658,Сосково,14.0,,,,"[35.386445, 52.748434]"
659,Сосновка,,,23.0,,"[51.284334, 56.253757]"
660,Сосновоборск,267.0,,,,"[93.335434, 56.120211]"
661,Сосновоборск,267.0,,,,"[46.247184, 53.299168]"
662,Сосновское,75.0,,,,"[43.168307, 55.804369]"
663,Сосновское,75.0,,,,"[73.161366, 54.598439]"
664,Сосновый Бор,123.0,,125.0,,"[29.09221, 59.904225]"
665,Сосногорск,146.0,,,,"[53.873117, 63.600002]"
666,Спас-Клепики,41.0,,29.0,,"[40.17628, 55.131167]"
667,Спасск-Дальний,148.0,,,,"[132.817568, 44.597647]"
668,Ставрополь,1825.0,1016.0,437.0,425.0,"[41.96911, 45.043317]"
669,Старая Русса,126.0,,,,"[31.355461, 57.99072]"
670,Староминская,70.0,,,,"[39.062629, 46.538766]"
671,Старосубхангулово,22.0,,,,"[57.441612, 53.102183]"
672,Старый Оскол,2957.0,135.0,2522.0,521.0,"[37.833231, 51.297974]"
673,Степное,76.0,,,,"[46.844169, 51.377801]"
674,Стерлитамак,2041.0,2854.0,167.0,1105.0,"[55.930825, 53.630403]"
675,Стрежевой,66.0,,,,"[77.604011, 60.732867]"
676,Стрелецкий,196.0,,,,"[35.973655, 53.011729]"
677,Строитель,66.0,,,,"[36.486998, 50.785172]"
678,Строитель,66.0,,,,"[36.058771, 55.498296]"
679,Строитель,66.0,,,,"[41.450028, 52.649155]"
680,Ступино,608.0,,336.0,97.0,"[38.078237, 54.88628]"
681,Субханкулово,74.0,,,,"[53.808277, 54.556175]"
682,Сунтар,30.0,,,,"[117.647601, 62.160619]"
683,Сургут,549.0,197.0,268.0,856.0,"[73.393032, 61.241778]"
684,Суровикино,68.0,,,,"[42.844249, 48.60538]"
685,Сухиничи,40.0,,,,"[35.337981, 54.101551]"
686,Сухой Лог,89.0,76.0,,,"[62.035542, 56.905431]"
687,Сызрань,2623.0,532.0,,244.0,"[48.474611, 53.155669]"
688,Сыктывкар,1017.0,656.0,152.0,354.0,"[50.836497, 61.668797]"
689,Тавда,52.0,,,,"[65.272604, 58.041876]"
690,Таганрог,1820.0,,309.0,159.0,"[38.936694, 47.208735]"
691,Тайшет,71.0,,68.0,,"[98.002982, 55.940502]"
692,Тамбов,4682.0,1454.0,610.0,2148.0,"[41.45275, 52.721295]"
693,Тара,75.0,,,,"[74.371981, 56.901838]"
694,Тарасовский,71.0,,,,"[40.356095, 48.727189]"
695,Тверь,2399.0,2247.0,337.0,1781.0,"[35.91186, 56.859625]"
696,Тевриз,58.0,,,,"[72.404652, 57.516669]"
697,Темрюк,254.0,,,215.0,"[37.365388, 45.282044]"
698,Тербуны,148.0,,,,"[38.279963, 52.147475]"
699,Терек,79.0,,,,"[44.140267, 43.483865]"
700,Техникумовский,19.0,,,,"[36.355844, 52.470514]"
701,Тикси,24.0,,,,"[128.870855, 71.639263]"
702,Тимашевск,,67.0,,,"[38.933973, 45.6142]"
703,Тихвин,116.0,,118.0,,"[33.542105, 59.644213]"
704,Тихорецк,,181.0,338.0,352.0,"[40.123171, 45.852784]"
705,Тобольск,1085.0,662.0,153.0,,"[68.253995, 58.200891]"
706,Тогучин,32.0,,,,"[84.402874, 55.238018]"
707,Тольятти,4596.0,2025.0,1200.0,1453.0,"[49.420411, 53.507852]"
708,Томск,13007.0,9499.0,3369.0,9385.0,"[84.947649, 56.484645]"
709,Торбеево,96.0,,,,"[43.245958, 54.074511]"
710,Торжок,63.0,,,,"[34.960149, 57.041338]"
711,Тосно,,,50.0,,"[30.875006, 59.541179]"
712,Трехгорный,82.0,,,,"[58.44662, 54.814652]"
713,Троицк,62.0,,83.0,,"[61.559004, 54.082757]"
714,Трубчевск,106.0,,,,"[33.766082, 52.579083]"
715,Туймазы,115.0,110.0,111.0,,"[53.694955, 54.600708]"
716,Тула,1729.0,,1284.0,1480.0,"[37.617348, 54.193122]"
717,Тулун,72.0,,,,"[100.578047, 54.55712]"
718,Тура,61.0,,,,"[100.20778, 64.270386]"
719,Туринск,56.0,,,,"[63.690814, 58.052474]"
720,Туринская Слобода,55.0,,,,"[64.387467, 57.618062]"
721,Тучково,44.0,,,,"[36.47187, 55.600857]"
722,Тында,,,,156.0,"[124.73644, 55.149666]"
723,Тюмень,6706.0,3357.0,2128.0,4701.0,"[65.541227, 57.152985]"
724,Тяжинский,64.0,,,,"[88.517194, 56.110731]"
725,Уварово,58.0,,,,"[42.261009, 51.983105]"
726,Углич,113.0,,,,"[38.319372, 57.526597]"
727,Удомля,76.0,,,,"[35.005739, 57.871648]"
728,Узловая,122.0,,,361.0,"[38.160308, 53.97844]"
729,Улан-Удэ,2784.0,722.0,616.0,1137.0,"[107.584547, 51.834809]"
730,Улькан,26.0,,,,"[107.793846, 55.908555]"
731,Ульяновск,3240.0,,735.0,2326.0,"[48.403132, 54.314192]"
732,Урай,100.0,,91.0,,"[64.803225, 60.128955]"
733,Урень,,63.0,,,"[45.799536, 57.463042]"
734,Урюпинск,90.0,,,,"[41.995593, 50.79451]"
735,Усинск,99.0,,,,"[57.55701, 65.994148]"
736,Усолье-Сибирское,154.0,70.0,76.0,,"[103.637332, 52.757095]"
737,Уссурийск,297.0,,,309.0,"[131.952122, 43.797247]"
738,Усть-Илимск,60.0,,,,"[102.733519, 57.942686]"
739,Усть-Камчатск,10.0,,,,"[162.536137, 56.239683]"
740,Усть-Катав,83.0,,,,"[58.174709, 54.930289]"
741,Уфа,13559.0,2786.0,2065.0,7141.0,"[55.958736, 54.735152]"
742,Ухта,1283.0,160.0,130.0,1014.0,"[53.663999, 63.566006]"
743,Феодосия,138.0,,,,"[35.383911, 45.026654]"
744,Фокино,140.0,,129.0,,"[34.415923, 53.455436]"
745,Фокино,140.0,,129.0,,"[132.410936, 42.97407]"
746,Хабаровск,2582.0,1233.0,661.0,2595.0,"[135.071917, 48.480229]"
747,Хандыга,164.0,,,,"[135.563053, 62.653533]"
748,Ханты-Мансийск,122.0,,,,"[69.046866, 61.035726]"
749,Ханты-Мансийск,122.0,,,,"[69.018911, 61.003184]"
750,Хасавюрт,388.0,,,,"[46.585526, 43.248524]"
751,Хвойная,46.0,,,,"[34.530781, 58.896724]"
752,Хворостянка,79.0,,,,"[48.964929, 52.615344]"
753,Химки,169.0,,,160.0,"[37.444853, 55.889361]"
754,Хлопуново,71.0,,,,"[82.019545, 52.072413]"
755,Холмск,83.0,,32.0,,"[142.042017, 47.040819]"
756,Хоногор,45.0,,,,"[130.120367, 62.4684]"
757,Хор,54.0,,,,"[134.963041, 47.885839]"
758,Хоронхой,47.0,,,,"[106.148195, 50.474158]"
759,Цивильск,157.0,,,,"[47.465309, 55.864899]"
760,Чадан,106.0,,,,"[91.567406, 51.28294]"
761,Чайковский,896.0,142.0,,,"[54.14881, 56.778081]"
762,Чапаевск,131.0,83.0,,,"[49.710217, 52.981709]"
763,Чебаркуль,52.0,,70.0,,"[60.37012, 54.97779]"
764,Чебоксары,3665.0,1608.0,619.0,3862.0,"[47.247728, 56.139918]"
765,Чегдомын,37.0,50.0,,,"[133.035948, 51.133904]"
766,Челябинск,3465.0,1933.0,4159.0,2338.0,"[61.402554, 55.159902]"
767,Черемхово,70.0,,,,"[103.090096, 53.136917]"
768,Черемшан,29.0,,,,"[51.505616, 54.654704]"
769,Черепаново,,,81.0,,"[83.37221, 54.228417]"
770,Череповец,1919.0,1456.0,1264.0,916.0,"[37.90347, 59.122612]"
771,Черкесск,1072.0,,109.0,,"[42.048279, 44.228374]"
772,Черногорск,266.0,159.0,,,"[91.306005, 53.827013]"
773,Черноярская,60.0,,,,"[44.34687, 43.692884]"
774,Чернушка,159.0,,,,"[56.07637, 56.516015]"
775,Чернянка,44.0,,,53.0,"[37.804134, 50.940917]"
776,Черский,30.0,,,,"[161.323816, 68.755809]"
777,Чистополь,74.0,,,104.0,"[50.643575, 55.372339]"
778,Чита,678.0,8.0,,416.0,"[113.501049, 52.033635]"
779,Чкаловск,82.0,,,,"[43.251105, 56.766257]"
780,Чунский,42.0,,,,"[99.6619, 56.088298]"
781,Чусовой,75.0,,67.0,,"[57.808053, 58.305058]"
782,Шадринск,117.0,,110.0,,"[63.629747, 56.087042]"
783,Шарыпово,99.0,,,,"[89.18016, 55.53909]"
784,Шатура,122.0,,,,"[39.544575, 55.577577]"
785,Шахты,2691.0,780.0,,844.0,"[40.215401, 47.709237]"
786,Шацк,,,15.0,,"[41.713073, 54.023558]"
787,Шебекино,231.0,145.0,,,"[36.879319, 50.404344]"
788,Шелехов,82.0,,79.0,,"[104.097395, 52.210209]"
789,Шемышейка,43.0,,,,"[45.397881, 52.889919]"
790,Шлиссельбург,120.0,,,,"[31.034754, 59.944959]"
791,Шолоховский,59.0,,,,"[41.046505, 48.282732]"
792,Шумерля,81.0,,,,"[46.417846, 55.497934]"
793,Шушенское,94.0,,,,"[91.935643, 53.333763]"
794,Шуя,141.0,,,,"[41.384622, 56.854404]"
795,Щекино,152.0,124.0,,119.0,"[37.518165, 54.001574]"
796,Щигры,66.0,,,,"[36.912341, 51.873243]"
797,Эгвекинот,21.0,,,,"[177.339555, 68.08756]"
798,Электроизолятор,,207.0,,,"[38.501137, 55.586237]"
799,Электросталь,503.0,116.0,219.0,476.0,"[38.444858, 55.78445]"
800,Элиста,84.0,,,,"[44.269759, 46.307743]"
801,Энгельс,2168.0,507.0,279.0,135.0,"[46.124052, 51.50105]"
802,Югорск,101.0,,,,"[63.331964, 61.314917]"
803,Южно-Сахалинск,535.0,,207.0,,"[142.729587, 46.957771]"
804,Южноуральск,86.0,,116.0,,"[61.268237, 54.442455]"
805,Юрга,897.0,,425.0,,"[84.933878, 55.713557]"
806,Юрюзань,71.0,,,,"[58.425276, 54.853677]"
807,Ютановка,,,,46.0,"[37.796768, 50.4909]"
808,Якутск,1474.0,786.0,367.0,259.0,"[129.732178, 62.027221]"
809,Ялуторовск,204.0,,,,"[66.312215, 56.654694]"
810,Яровое,51.0,,45.0,,"[78.580049, 52.919743]"
811,Ярославль,2846.0,5947.0,687.0,2636.0,"[39.893813, 57.626559]"
812,Ярцево,50.0,,10.0,,"[32.688292, 55.066123]"
813,Ясногорск,119.0,,,,"[37.693354, 54.479293]"
814,Ясногорск,119.0,,,,"[115.692013, 50.87397]"
815,имени Карла Либкнехта,65.0,,,,"[35.479339, 51.623467]"
