,city,18,19,21,27,33,4,6,coordinates
517,Подгородняя Покровка,,,158.0,,,,,"[54.97615, 51.831971]"
518,Подольск,,,615.0,152.0,,,,"[37.544997, 55.431136]"
519,Покачи,,,29.0,,,,,"[75.599753, 61.741652]"
520,Покров,,,,,80.0,,,"[39.175745, 55.918081]"
521,Покровское,,61.0,,,,,,"[36.870641, 52.607847]"
522,Полевской,,,31.0,,,,,"[60.236307, 56.495802]"
523,Полтавка,,82.0,,,,,,"[71.765635, 54.366424]"
524,Полтавская,,,51.0,,,,,"[38.211476, 45.366801]"
525,Полярные Зори,,,,72.0,,,,"[32.500975, 67.365788]"
526,Почеп,61.0,61.0,,,,,,"[33.454267, 52.929135]"
527,Починки,,43.0,,,,,,"[44.861964, 54.697714]"
528,Прасковея,,189.0,154.0,,,,,"[44.202466, 44.744696]"
529,Пречистое,,23.0,,,,,,"[40.318456, 58.429344]"
530,Приаргунск,,96.0,,,,,,"[119.091867, 50.364805]"
531,Приморско-Ахтарск,,,29.0,,,,,"[38.177654, 46.043509]"
532,Приозерск,,86.0,,,,,,"[30.115589, 61.035979]"
533,Прокопьевск,,242.0,3160.0,,,,,"[86.750055, 53.884493]"
534,Пролетарск,,72.0,,,,,,"[41.727544, 46.703855]"
535,Псков,,345.0,176.0,278.0,204.0,,746.0,"[28.33246, 57.819274]"
536,Пугачев,,,58.0,,,,,"[48.812036, 52.0119]"
537,Пущино,,136.0,,,,,1649.0,"[37.620986, 54.832484]"
538,Пятигорск,,1640.0,245.0,348.0,2748.0,,,"[43.070643, 44.039802]"
539,Радужный,,,68.0,,,,,"[40.332605, 55.995659]"
540,Радужный,,,68.0,,,,,"[77.458448, 62.134265]"
541,Райчихинск,,,136.0,,,,,"[129.411255, 49.794114]"
542,Ракитное,,57.0,,,,,,"[35.831389, 50.834383]"
543,Раменское,,243.0,,,,,,"[38.225004, 55.567586]"
544,Реж,,100.0,,,,,,"[61.391648, 57.373777]"
545,Реутов,285.0,293.0,298.0,,84.0,,,"[37.85515, 55.760515]"
546,Ржев,76.0,,,,,,,"[34.334419, 56.263017]"
547,Ровеньки,,,,41.0,,,,"[38.891985, 49.914716]"
548,Родники,,68.0,,,,,,"[41.733366, 57.107152]"
549,Рославль,,,,,344.0,,,"[32.857498, 53.947229]"
550,Россошь,98.0,263.0,,,252.0,,,"[39.562632, 50.198256]"
551,Ростов-на-Дону,1561.0,4796.0,7399.0,10971.0,3541.0,5670.0,4895.0,"[39.720358, 47.222078]"
552,Рошаль,60.0,62.0,,,,,,"[39.862768, 55.663283]"
553,Рубцовск,,137.0,321.0,,,,,"[81.217673, 51.527623]"
554,Рузаевка,,,,99.0,,,,"[44.94911, 54.058274]"
555,Русская Поляна,,39.0,,,,,,"[73.878374, 53.778852]"
556,Русский Камешкир,,4.0,,,,,,"[46.087536, 52.860048]"
557,Рыбинск,,145.0,,963.0,,,,"[38.855711, 58.04864]"
558,Рыбная Слобода,,28.0,,,,,,"[50.140339, 55.463156]"
559,Рыбное,,418.0,,,,,,"[39.505463, 54.730812]"
560,Рыбное,,418.0,,,,,,"[37.619782, 56.41525]"
561,Рыльск,,55.0,,,,,,"[34.681052, 51.571263]"
562,Рязаново,,49.0,40.0,,,,,"[49.410826, 53.985255]"
563,Рязань,2242.0,1200.0,341.0,2070.0,3694.0,1153.0,969.0,"[39.741917, 54.629565]"
564,Савали,,106.0,,,,,,"[50.634835, 56.536356]"
565,Салават,3193.0,297.0,668.0,,,,,"[55.924681, 53.361651]"
566,Салехард,,,71.0,,,,,"[66.614507, 66.529866]"
567,Сальск,,182.0,,,,,,"[41.541503, 46.474898]"
568,Самара,6360.0,3918.0,3765.0,8120.0,6319.0,7068.0,4306.0,"[50.100202, 53.195878]"
569,Санкт-Петербург,24029.0,21011.0,12788.0,30460.0,2538.0,7521.0,9340.0,"[30.315877, 59.939099]"
570,Сараи,,56.0,,,,,,"[41.00953, 53.738059]"
571,Саранск,688.0,1264.0,1463.0,1394.0,2288.0,2412.0,2278.0,"[45.183938, 54.187433]"
572,Сарапул,,169.0,,,,,,"[53.803687, 56.461218]"
573,Саратов,2907.0,7161.0,8131.0,5835.0,3741.0,2650.0,4441.0,"[46.034266, 51.533562]"
574,Саров,,145.0,,,,,,"[43.344853, 54.922793]"
575,Сарыг-Сеп,,194.0,,,,,,"[95.548012, 51.491798]"
576,Сасово,,86.0,,,,,,"[41.924087, 54.349933]"
577,Сатка,127.0,,114.0,,,,,"[58.974578, 55.047456]"
578,Сафоново,107.0,105.0,,,,,,"[33.23798, 55.106057]"
579,Саяногорск,,,,,381.0,,,"[91.412204, 53.100762]"
580,Светлый,22.0,170.0,29.0,,,,,"[20.131093, 54.673268]"
581,Светлый,22.0,170.0,29.0,,,,,"[113.426974, 63.049927]"
582,Светлый Яр,145.0,142.0,,,635.0,,,"[44.78002, 48.475809]"
583,Свирск,53.0,,,,,,,"[103.342253, 53.066572]"
584,Свобода,,44.0,,,,,,"[36.304738, 51.973774]"
585,Свободный,122.0,,28.0,,,,,"[128.134156, 51.375889]"
586,Севастополь,,420.0,235.0,,,,,"[33.525135, 44.616495]"
587,Северобайкальск,,,78.0,,,,,"[109.335597, 55.636001]"
588,Северодвинск,,,1.0,604.0,,,,"[39.823781, 64.563386]"
589,Североуральск,,88.0,85.0,,,,,"[59.952161, 60.152394]"
590,Северск,1457.0,110.0,,,,,,"[84.880913, 56.60319]"
591,Северская,,,91.0,,,,,"[38.677027, 44.851631]"
592,Селенгинск,,52.0,,,554.0,,,"[106.862616, 52.005386]"
593,Семенов,,73.0,,,,,,"[44.49034, 56.789017]"
594,Семилуки,102.0,111.0,,,,,,"[39.020211, 51.69463]"
595,Сенгилей,,19.0,,,,,,"[48.790593, 53.962075]"
596,Сергиев Посад,271.0,,283.0,,,,,"[38.135972, 56.315311]"
597,Сергиевск,,56.0,,,,,,"[51.166493, 53.941405]"
598,Серебряные Пруды,,,,,,,,"[38.727863, 54.474303]"
599,Серноводск,,,146.0,,,,,"[51.255759, 53.921982]"
600,Серов,,79.0,,,,,,"[60.573588, 59.605395]"
601,Серпухов,,,185.0,,286.0,,,"[37.416601, 54.913681]"
602,Сибай,,114.0,153.0,,,,658.0,"[58.665665, 52.72039]"
603,Симферополь,225.0,948.0,384.0,,332.0,,,"[34.100327, 44.948237]"
604,Скопин,,89.0,,,,,,"[39.54939, 53.82359]"
605,Славгород,,,141.0,,,,,"[78.648671, 52.997158]"
606,Славянск-на-Кубани,,,42.0,,,,,"[38.12822, 45.260332]"
607,Слободской,,77.0,,,,,,"[50.183674, 58.731886]"
608,Смоленск,,611.0,2671.0,,2793.0,,,"[32.045287, 54.782635]"
609,Снежное,,,58.0,,,,,"[57.179502, 56.503155]"
610,Советск,,211.0,158.0,,,,,"[21.888656, 55.081034]"
611,Советск,,211.0,158.0,,,,,"[48.959521, 57.587599]"
612,Советск,,211.0,158.0,,,,,"[37.626636, 53.932946]"
613,Советская Гавань,56.0,,,,,,,"[140.285128, 48.966446]"
614,Советский,,,95.0,,,,,"[63.566802, 61.370766]"
615,Советский,,,95.0,,,,,"[34.929005, 45.340396]"
616,Советский,,,95.0,,,,,"[63.566802, 61.370766]"
617,Совхоз Мамадышский,,88.0,,,,,,"[51.385494, 55.707699]"
618,Сокольское,,110.0,,,,,,"[43.159746, 57.141617]"
619,Соликамск,208.0,99.0,270.0,118.0,,,,"[56.770391, 59.649193]"
620,Солнечногорск,,384.0,390.0,268.0,,,,"[36.977631, 56.185107]"
621,Солнечный,,,63.0,,,,,"[136.641983, 50.723258]"
622,Солнцево,,39.0,,,,,,"[36.752594, 51.4118]"
623,Соль-Илецк,,49.0,,,,,,"[54.980031, 51.161986]"
624,Сорочинск,,30.0,39.0,,,,,"[53.161149, 52.431316]"
625,Сортавала,,,62.0,,,,,"[30.691633, 61.702943]"
626,Сочи,,537.0,123.0,,183.0,,175.0,"[39.723098, 43.585472]"
627,Спас-Клепики,,41.0,,,,,,"[40.17628, 55.131167]"
628,Спасск,,,83.0,,,,,"[43.187729, 53.926499]"
629,Спасск-Рязанский,,71.0,,,,,,"[40.380988, 54.403896]"
630,Спасское,,26.0,,,,,,"[45.695834, 55.858049]"
631,Спасское,,26.0,,,,,,"[132.797005, 44.614493]"
632,Ставрополь,1016.0,5969.0,15615.0,425.0,4536.0,1659.0,1941.0,"[41.96911, 45.043317]"
633,Старая Русса,,56.0,,,,,,"[31.355461, 57.99072]"
634,Стародеревянковская,,142.0,,,,,,"[38.965809, 46.125839]"
635,Старое Дрожжаное,,88.0,,,,,,"[47.56309, 54.724235]"
636,Староминская,,79.0,,,,,,"[39.062629, 46.538766]"
637,Старощербиновская,,122.0,,,,,,"[38.666787, 46.633433]"
638,Старый Оскол,135.0,148.0,2539.0,521.0,437.0,,,"[37.833231, 51.297974]"
639,Старый Черек,,,104.0,,,,,"[43.853336, 43.469343]"
640,Степное Озеро,,,,,254.0,,,"[79.854237, 52.779766]"
641,Стерлитамак,2854.0,197.0,1131.0,1105.0,479.0,966.0,1581.0,"[55.930825, 53.630403]"
642,Стрежевой,,,21.0,,,,,"[77.604011, 60.732867]"
643,Строитель,,82.0,116.0,,,,,"[36.486998, 50.785172]"
644,Строитель,,82.0,116.0,,,,,"[36.058771, 55.498296]"
645,Строитель,,82.0,116.0,,,,,"[41.450028, 52.649155]"
646,Ступино,,,,97.0,148.0,,,"[38.078237, 54.88628]"
647,Сунжа,,,31.0,,105.0,,,"[45.047682, 43.320353]"
648,Сунтар,,,24.0,,,,,"[117.647601, 62.160619]"
649,Сураж,,60.0,,,,,,"[32.393043, 53.013891]"
650,Сургут,197.0,284.0,2345.0,856.0,230.0,1096.0,879.0,"[73.393032, 61.241778]"
651,Суровикино,,60.0,,,,,,"[42.844249, 48.60538]"
652,Сухой Лог,76.0,,35.0,,,,,"[62.035542, 56.905431]"
653,Сызрань,532.0,,,244.0,518.0,,,"[48.474611, 53.155669]"
654,Сыктывкар,656.0,115.0,122.0,354.0,155.0,811.0,687.0,"[50.836497, 61.668797]"
655,Таврическое,,43.0,,,,,,"[73.638021, 54.584469]"
656,Таганрог,,78.0,,159.0,,,,"[38.936694, 47.208735]"
657,Талица,,,230.0,,,,,"[63.733394, 57.014273]"
658,Тамбов,1454.0,1818.0,1154.0,2148.0,446.0,1258.0,1341.0,"[41.45275, 52.721295]"
659,Тара,,,444.0,,,,,"[74.371981, 56.901838]"
660,Тарбагатай,,31.0,,,,,,"[107.360543, 51.481641]"
661,Ташла,,,44.0,,,,,"[52.743055, 51.768076]"
662,Тверь,2247.0,1771.0,3573.0,1781.0,1771.0,3965.0,1743.0,"[35.91186, 56.859625]"
663,Тейково,,38.0,,,,,,"[40.535471, 56.85436]"
664,Темников,,,220.0,,,,,"[43.216089, 54.630972]"
665,Темрюк,,327.0,89.0,215.0,62.0,,,"[37.365388, 45.282044]"
666,Техникумовский,,,29.0,,,,,"[36.355844, 52.470514]"
667,Тикси,,,19.0,,,,,"[128.870855, 71.639263]"
668,Тимашевск,67.0,70.0,121.0,,,,,"[38.933973, 45.6142]"
669,Тихвин,,148.0,,,,,,"[33.542105, 59.644213]"
670,Тихменево,,,61.0,,,,,"[38.612043, 57.989723]"
671,Тихорецк,181.0,190.0,,352.0,,,,"[40.123171, 45.852784]"
672,Тобольск,662.0,254.0,,,474.0,,500.0,"[68.253995, 58.200891]"
673,Тогул,,83.0,,,,,,"[85.909664, 53.467482]"
674,Тогучин,,,35.0,,,,,"[84.402874, 55.238018]"
675,Тольятти,2025.0,2327.0,19.0,1453.0,638.0,822.0,,"[49.420411, 53.507852]"
676,Томск,9499.0,1657.0,4131.0,9385.0,7173.0,4325.0,3945.0,"[84.947649, 56.484645]"
677,Тоора-Хем,,,68.0,,,,,"[96.114651, 52.463513]"
678,Торбеево,,98.0,,,,,,"[43.245958, 54.074511]"
679,Тосно,,62.0,,,,,,"[30.875006, 59.541179]"
680,Тотьма,,90.0,,,,,,"[42.758873, 59.973487]"
681,Троицк,,332.0,,,,,502.0,"[61.559004, 54.082757]"
682,Трубчевск,,,25.0,,,,,"[33.766082, 52.579083]"
683,Трудобеликовский,,,,,131.0,,,"[38.150516, 45.266193]"
684,Трусово,,,14.0,,,,,"[47.952645, 46.346121]"
685,Туапсе,,83.0,37.0,,,,,"[39.073382, 44.095245]"
686,Туймазы,110.0,,,,432.0,,,"[53.694955, 54.600708]"
687,Тула,,1174.0,3164.0,1480.0,1629.0,2476.0,2605.0,"[37.617348, 54.193122]"
688,Туринск,,68.0,,,,,,"[63.690814, 58.052474]"
689,Тында,,,,156.0,,,,"[124.73644, 55.149666]"
690,Тюмень,3357.0,1992.0,5288.0,4701.0,3818.0,3747.0,5259.0,"[65.541227, 57.152985]"
691,Тюнгюлю,,22.0,,,,,,"[130.713201, 62.192133]"
692,Ува,,127.0,,,,,,"[52.18768, 56.982882]"
693,Уварово,,,68.0,,,,,"[42.261009, 51.983105]"
694,Углич,,36.0,,,,,,"[38.319372, 57.526597]"
695,Удомля,,78.0,,,,,,"[35.005739, 57.871648]"
696,Узловая,,,,361.0,,,,"[38.160308, 53.97844]"
697,Улан-Удэ,722.0,2202.0,3558.0,1137.0,1329.0,564.0,1333.0,"[107.584547, 51.834809]"
698,Ульяновск,,952.0,4403.0,2326.0,2302.0,709.0,2357.0,"[48.403132, 54.314192]"
699,Урай,,,94.0,,,,,"[64.803225, 60.128955]"
700,Урень,63.0,,,,,,,"[45.799536, 57.463042]"
701,Уржум,,61.0,,,,,,"[50.005726, 57.109738]"
702,Урняк,,73.0,,,,,,"[50.003193, 56.233169]"
703,Урюпинск,,,50.0,,,,,"[41.995593, 50.79451]"
704,Усинск,,,1147.0,,,,,"[57.55701, 65.994148]"
705,Усмань,,,101.0,,132.0,,,"[39.736069, 52.043386]"
706,Усолье-Сибирское,70.0,39.0,,,171.0,,,"[103.637332, 52.757095]"
707,Уссурийск,,124.0,791.0,309.0,,,,"[131.952122, 43.797247]"
708,Усть-Илимск,,66.0,,,,,,"[102.733519, 57.942686]"
709,Усть-Кинельский,,,30.0,,,,,"[50.56791, 53.265768]"
710,Усть-Лабинск,,,91.0,,,,,"[39.691225, 45.213657]"
711,Уфа,2786.0,12206.0,11322.0,7141.0,5176.0,6607.0,6852.0,"[55.958736, 54.735152]"
712,Ухта,160.0,,9842.0,1014.0,,,,"[53.663999, 63.566006]"
713,Учалы,,158.0,150.0,,,,,"[59.379152, 54.316497]"
714,Учебное,,66.0,,,,,,"[43.929432, 43.779455]"
715,Фатеж,,41.0,,,,,,"[35.860935, 52.089598]"
716,Феодосия,,128.0,,,,,,"[35.383911, 45.026654]"
717,Фролово,,,161.0,,,,,"[43.649185, 49.765605]"
718,Хабаровск,1233.0,738.0,4196.0,2595.0,2534.0,,,"[135.071917, 48.480229]"
719,Хандыга,,,134.0,,,,,"[135.563053, 62.653533]"
720,Ханты-Мансийск,,,5192.0,,,1365.0,,"[69.046866, 61.035726]"
721,Ханты-Мансийск,,,5192.0,,,1365.0,,"[69.018911, 61.003184]"
722,Харабали,,,13.0,,,,,"[47.249713, 47.40307]"
723,Хасавюрт,,,,,255.0,,,"[46.585526, 43.248524]"
724,Химки,,,,160.0,,,,"[37.444853, 55.889361]"
725,Холмск,,54.0,,,,,,"[142.042017, 47.040819]"
726,Хор,,61.0,,,,,,"[134.963041, 47.885839]"
727,Чадан,,138.0,,,,,,"[91.567406, 51.28294]"
728,Чайковский,142.0,126.0,339.0,,289.0,,,"[54.14881, 56.778081]"
729,Чапаевск,83.0,,,,,,,"[49.710217, 52.981709]"
730,Частоозерье,,17.0,,,,,,"[67.907299, 55.568334]"
731,Чаши,,24.0,,,,,,"[64.87544, 55.898997]"
732,Чебоксары,1608.0,510.0,1888.0,3862.0,6129.0,1711.0,,"[47.247728, 56.139918]"
733,Чегдомын,50.0,,41.0,,,,,"[133.035948, 51.133904]"
734,Челябинск,1933.0,3462.0,2422.0,2338.0,3014.0,4122.0,3985.0,"[61.402554, 55.159902]"
735,Чердынь,,35.0,,,,,,"[56.482166, 60.401192]"
736,Черемхово,,77.0,112.0,,,,,"[103.090096, 53.136917]"
737,Черепаново,,63.0,,,,,,"[83.37221, 54.228417]"
738,Череповец,1456.0,237.0,310.0,916.0,,,1112.0,"[37.90347, 59.122612]"
739,Черкесск,,,135.0,,1199.0,,,"[42.048279, 44.228374]"
740,Черногорск,159.0,104.0,157.0,,,,,"[91.306005, 53.827013]"
741,Чернушка,,,209.0,,,,,"[56.07637, 56.516015]"
742,Чернянка,,,,53.0,,,,"[37.804134, 50.940917]"
743,Чистополь,,77.0,98.0,104.0,,,,"[50.643575, 55.372339]"
744,Чита,8.0,244.0,6513.0,416.0,601.0,370.0,255.0,"[113.501049, 52.033635]"
745,Чунский,,47.0,,,,,,"[99.6619, 56.088298]"
746,Шадринск,,112.0,,,,,,"[63.629747, 56.087042]"
747,Шаранга,,5.0,,,,,,"[46.544365, 57.177128]"
748,Шарыпово,,92.0,47.0,,,,,"[89.18016, 55.53909]"
749,Шарья,,,68.0,,,,,"[45.518264, 58.369854]"
750,Шахтерск,,,125.0,,,,,"[142.105133, 49.159794]"
751,Шахты,780.0,231.0,859.0,844.0,,,,"[40.215401, 47.709237]"
752,Шахунья,,99.0,,,,,,"[46.612933, 57.676341]"
753,Шебекино,145.0,65.0,,,,,,"[36.879319, 50.404344]"
754,Шира,,63.0,,,,,,"[89.962817, 54.487197]"
755,Школьный,,46.0,,,,,,"[86.825819, 54.002019]"
756,Шлиссельбург,,153.0,,,,,,"[31.034754, 59.944959]"
757,Шушенское,,87.0,110.0,,,,,"[91.935643, 53.333763]"
758,Шуя,,168.0,,,436.0,,,"[41.384622, 56.854404]"
759,Щекино,124.0,,,119.0,,,,"[37.518165, 54.001574]"
760,Щигры,,60.0,,,,,,"[36.912341, 51.873243]"
761,Электроизолятор,207.0,,,,,,,"[38.501137, 55.586237]"
762,Электросталь,116.0,198.0,,476.0,,,,"[38.444858, 55.78445]"
763,Элиста,,,380.0,,1148.0,2149.0,1624.0,"[44.269759, 46.307743]"
764,Энгельс,507.0,516.0,525.0,135.0,669.0,,,"[46.124052, 51.50105]"
765,Эркен-Шахар,,,74.0,,,,,"[41.959382, 44.372464]"
766,Югорск,,,95.0,,,,,"[63.331964, 61.314917]"
767,Южно-Сахалинск,,69.0,1187.0,,,,181.0,"[142.729587, 46.957771]"
768,Южноуральск,,80.0,,,,,,"[61.268237, 54.442455]"
769,Юрга,,,248.0,,,,,"[84.933878, 55.713557]"
770,Ютановка,,,,46.0,,,,"[37.796768, 50.4909]"
771,Яблоновский,,,,,30.0,,,"[38.936362, 44.981285]"
772,Якутск,786.0,1159.0,10835.0,259.0,1454.0,761.0,1804.0,"[129.732178, 62.027221]"
773,Ялта,,,,,378.0,,,"[34.169506, 44.497415]"
774,Ялуторовск,,,,,186.0,,,"[66.312215, 56.654694]"
775,Яныль,,77.0,,,,,,"[50.578519, 56.253447]"
776,Яровое,,59.0,,,,,,"[78.580049, 52.919743]"
777,Ярославль,5947.0,928.0,528.0,2636.0,2055.0,3695.0,2402.0,"[39.893813, 57.626559]"
778,Ярцево,,59.0,,,,,,"[32.688292, 55.066123]"
